Model,Price,Kilometers Driven,Year,Owner,Fuel Type,Transmission,Location
Hyundaii20SPORTZ1.2,372299,25341,2013,First Owner,Petrol,MANUAL,Kochi
ToyotaFortuner3.0MT,1144199,66958,2012,First Owner,Diesel,MANUAL,Mumbai
VolkswagenVentoHIGHLINETDI,639499,38459,2015,First Owner,Diesel,AUTOMATIC,Kolkata
Hyundaii10SPORTZ1.2AT,376499,59419,2013,Second Owner,Petrol,AUTOMATIC,Hyderabad
HondaCitySMT,433699,69029,2014,First Owner,Diesel,MANUAL,Kolkata
MarutiSwiftDzireZXI1.2BS,511099,80800,2015,Third Owner,Petrol,MANUAL,Bangalore
MarutiAltoK10,177899,42358,2011,First Owner,Petrol,MANUAL,Hyderabad
HyundaiSantroXing,194278,94272,2008,Second Owner,Petrol,MANUAL,Coimbatore
MarutiWagonR1.0VXI,512610,14747,2018,First Owner,Petrol,AUTOMATIC,Mumbai
Hyundaii10SPORTZ1.2,297399,44955,2011,First Owner,Petrol,MANUAL,Kochi
MarutiRitzVXIBS,333499,45317,2013,First Owner,Petrol,MANUAL,Bangalore
HyundaiSantroXing,182599,50156,2009,Second Owner,Petrol,MANUAL,Coimbatore
HondaAmaze1.2VCVTI,594299,43260,2018,First Owner,Petrol,AUTOMATIC,Mumbai
MarutiEeco5STRCNGWITHAC,361853,22346,2018,First Owner,Petrol + CNG,MANUAL,Bangalore
HyundaiSantroXing,241199,31094,2009,First Owner,Petrol,MANUAL,Chennai
HyundaiElitei20ASTA1.4,588099,143079,2015,First Owner,Diesel,MANUAL,Coimbatore
MarutiBalenoDELTADDIS,733199,7271,2019,First Owner,Diesel,MANUAL,Bangalore
MarutiAlto800,309199,34638,2018,First Owner,Petrol,MANUAL,Coimbatore
MarutiWagonR1.0,376999,23315,2013,First Owner,Petrol,MANUAL,Pune
MarutiWagonR1.0,338699,29425,2012,Second Owner,Petrol,MANUAL,Jaipur
MarutiErtigaVDI,768899,59847,2017,First Owner,Diesel,MANUAL,Pune
HondaCivic1.8V,131299,80103,2007,Second Owner,Petrol,MANUAL,Kolkata
MarutiAlto800LXI,286399,39380,2017,First Owner,Petrol,MANUAL,Hyderabad
HondaCityVXMT,524199,95461,2014,First Owner,Diesel,MANUAL,Delhi
MarutiWagonRDuoLXI,183099,197377,2009,First Owner,Petrol + LPG,MANUAL,Pune
HyundaiVernaFLUIDIC1.6EX,351399,34760,2011,Second Owner,Petrol,MANUAL,Ahmedabad
MarutiSwiftDzireVDI,443699,43507,2015,First Owner,Diesel,AUTOMATIC,Kochi
MarutiSwiftDzireVDIBS,364599,94644,2012,First Owner,Diesel,MANUAL,Bangalore
HyundaiGRANDI10NIOSSPORTZ1.2,722328,8719,2019,First Owner,Petrol,AUTOMATIC,Bangalore
HyundaiGrandi10SPORTS1.2,379099,54323,2015,First Owner,Petrol,MANUAL,Mumbai
ToyotaEtios,343073,87966,2011,First Owner,Petrol,MANUAL,Delhi
HyundaiGrandi10Sportz(O)1.2,439399,23297,2017,First Owner,Petrol,AUTOMATIC,Pune
MarutiWagonR1.0,353199,23233,2014,Second Owner,Petrol,MANUAL,Kolkata
MarutiSwift,391874,77720,2013,First Owner,Diesel,MANUAL,Hyderabad
HondaCRV2.4AT4WD,944299,115886,2014,Third Owner,Petrol,AUTOMATIC,Coimbatore
HyundaiElitei20SPORTZ,585599,26073,2017,First Owner,Diesel,MANUAL,Kolkata
MarutiDzireZXI,685899,30348,2017,First Owner,Petrol,AUTOMATIC,Kochi
HondaJazz1.2V,515199,13647,2016,First Owner,Petrol,MANUAL,Pune
MarutiDzireZXI,719099,7266,2019,First Owner,Petrol,AUTOMATIC,Ahmedabad
HyundaiGrandi10MAGNA1.2KAPPA,390699,41443,2016,First Owner,Petrol + CNG,MANUAL,Mumbai
MarutiSwiftVDI,474899,66450,2015,First Owner,Diesel,MANUAL,Chennai
MarutiRitz,314799,93555,2009,First Owner,Petrol,MANUAL,Coimbatore
MarutiBalenoSIGMA1.2,560885,28156,2015,Second Owner,Petrol,MANUAL,Delhi
Hyundaii10MAGNA1.2,264370,31299,2010,First Owner,Petrol,MANUAL,Mumbai
HondaCity1.5EMT,204801,93505,2010,First Owner,Petrol,AUTOMATIC,Mumbai
HyundaiXcentS,393699,151230,2015,First Owner,Petrol + CNG,MANUAL,Delhi
HyundaiGrandi10SPORTZ1.2KAPPA,395599,53063,2016,First Owner,Petrol,MANUAL,Mumbai
VolkswagenPassatHIGHLINE,646399,80345,2012,First Owner,Diesel,AUTOMATIC,Coimbatore
MarutiWagonR1.0LXI,244899,114593,2011,Second Owner,Petrol + CNG,MANUAL,Pune
VolkswagenPoloTRENDLINE1.2L,189769,91905,2010,Second Owner,Petrol,MANUAL,Kochi
MarutiEeco5STRCNGWITHAC,378099,21487,2018,First Owner,Petrol + CNG,MANUAL,Coimbatore
MarutiBalenoDELTA1.2,619379,21125,2019,First Owner,Petrol,MANUAL,Pune
HyundaiEonMAGNA,371470,25439,2017,First Owner,Petrol,MANUAL,Mumbai
MarutiWagonR1.0VXIOPT,348699,42270,2016,First Owner,Petrol,AUTOMATIC,Coimbatore
MarutiVitaraBrezza,723699,48081,2018,First Owner,Diesel,MANUAL,Coimbatore
Hyundaii10MAGNA1.1,223099,116240,2008,First Owner,Petrol,MANUAL,Hyderabad
MarutiCelerioVXI,400199,35251,2017,Second Owner,Petrol,AUTOMATIC,Pune
MarutiBalenoALPHADDIS,648780,107803,2016,First Owner,Diesel,MANUAL,Chennai
ToyotaEtiosLivaG,323599,60701,2014,First Owner,Petrol,MANUAL,Coimbatore
MarutiSwift,745853,14598,2019,First Owner,Petrol,MANUAL,Hyderabad
MarutiSwiftDzireVXI1.2BS,384799,80710,2013,Second Owner,Petrol,MANUAL,Coimbatore
MarutiSwift,370099,124969,2014,First Owner,Diesel,MANUAL,Mumbai
MarutiBalenoDELTA1.2,624599,18822,2017,First Owner,Petrol,MANUAL,Ahmedabad
MarutiEeco7,387099,44983,2018,First Owner,Petrol + CNG,MANUAL,Kochi
MarutiVitaraBrezza,677870,43573,2017,First Owner,Diesel,MANUAL,Coimbatore
ToyotaEtios,325099,29045,2011,First Owner,Petrol,MANUAL,Kolkata
FordEcosport1.5TITANIUMTI,708799,10719,2017,First Owner,Petrol,MANUAL,Coimbatore
ToyotaFortuner3.0MT,1214099,166542,2012,First Owner,Diesel,MANUAL,Mumbai
Hyundaii20MAGNAO,326999,48976,2013,Second Owner,Petrol,MANUAL,Bangalore
MarutiSwift,263899,56487,2011,First Owner,Petrol,MANUAL,Pune
HyundaiGrandi10MAGNA1.2,445599,27183,2015,First Owner,Petrol,MANUAL,Pune
MarutiAlto,153399,59696,2009,First Owner,Petrol,MANUAL,Delhi
MarutiAlto,95499,65053,2007,First Owner,Petrol,MANUAL,Pune
MarutiWagonR1.0,329199,11065,2013,First Owner,Petrol,MANUAL,Pune
HyundaiCreta1.6E+,768899,61859,2017,First Owner,Petrol,MANUAL,Coimbatore
VolkswagenPoloTRENDLINE1.2L,228799,104895,2010,First Owner,Petrol,MANUAL,Kochi
MarutiWagonR1.0VXI,370199,35355,2015,Second Owner,Petrol,AUTOMATIC,Kolkata
MarutiAltoK10,223899,116848,2013,First Owner,Petrol,MANUAL,Mumbai
HyundaiCreta1.4EPLUS,897299,45574,2016,First Owner,Diesel,AUTOMATIC,Kochi
JeepCompassLIMITED1.4,1156099,73227,2017,First Owner,Petrol,AUTOMATIC,Kochi
BMW3Series320D,1082099,83797,2012,Second Owner,Diesel,AUTOMATIC,Kochi
MarutiWagonR1.0LXI,303399,100032,2015,First Owner,Petrol + CNG,MANUAL,Hyderabad
Hyundaii10,125470,72738,2008,First Owner,Petrol,MANUAL,Kochi
HondaJazz1.2V,673199,19363,2017,First Owner,Petrol,AUTOMATIC,Chennai
HondaCitySMT,219699,49649,2010,First Owner,Petrol,MANUAL,Kolkata
MarutiCiaz,511599,125241,2014,First Owner,Diesel,MANUAL,Mumbai
MarutiAltoLXI,472199,20058,2019,First Owner,Petrol + CNG,MANUAL,Coimbatore
MarutiSwift,373499,79467,2014,First Owner,Petrol,MANUAL,Pune
MarutiWagonR1.0LXI,255899,68974,2012,First Owner,Petrol + CNG,MANUAL,Bangalore
BMWX1SDRIVE,839899,35473,2011,Second Owner,Diesel,AUTOMATIC,Pune
MahindraScorpio,937699,142341,2016,First Owner,Diesel,MANUAL,Delhi
HondaBrio1.2SMTI,323499,83574,2012,Second Owner,Petrol,MANUAL,Delhi
HyundaiVernaFLUIDIC1.6SX,531199,48498,2014,First Owner,Diesel,MANUAL,Ahmedabad
MarutiSwift,353899,111112,2010,First Owner,Diesel,MANUAL,Kochi
MarutiSwiftVXI,323699,49523,2008,Second Owner,Petrol,MANUAL,Coimbatore
MarutiWagonR1.0LXI,218399,141811,2010,First Owner,Petrol + CNG,MANUAL,Kolkata
MarutiBalenoALPHA1.2,503299,48337,2015,First Owner,Petrol,MANUAL,Bangalore
ToyotaInnova2.5VX7STRBS,909299,75358,2015,First Owner,Diesel,MANUAL,Pune
MarutiAlto,247957,38938,2011,First Owner,Petrol,MANUAL,Pune
MarutiSwiftDzireVDI,590199,59957,2015,First Owner,Diesel,AUTOMATIC,Kolkata
TataNano,124399,9768,2016,First Owner,Petrol,AUTOMATIC,Coimbatore
FordFigo1.2ZXI,284999,56940,2014,First Owner,Petrol,MANUAL,Pune
MarutiAltoK10,343399,50239,2014,First Owner,Petrol,MANUAL,Delhi
MarutiAltoK10,272199,10213,2015,First Owner,Petrol,MANUAL,Chennai
MarutiSwiftDzireVDIBS,317999,68930,2012,First Owner,Diesel,MANUAL,Jaipur
MarutiSwift,349299,62323,2010,Third Owner,Petrol,MANUAL,Hyderabad
MarutiAltoK10,229890,29780,2011,Second Owner,Petrol,MANUAL,Mumbai
HondaCityVMT,325099,147629,2011,First Owner,Petrol,MANUAL,Delhi
HondaBrio1.2VXATI,404299,42468,2014,First Owner,Petrol,AUTOMATIC,Pune
MarutiSwiftDzireVXI1.2BS,417899,46314,2014,First Owner,Petrol,MANUAL,Coimbatore
MarutiSwiftDzireVXI,343699,49885,2009,First Owner,Petrol,MANUAL,Kochi
MarutiErtigaVXI,417299,81940,2013,Second Owner,Petrol,MANUAL,Coimbatore
VolkswagenVentoHIGHLINE1.2TSI,603799,40897,2015,Second Owner,Petrol,AUTOMATIC,Pune
HyundaiGrandi10SPORTZ(O)1.2AT,547099,6267,2017,First Owner,Petrol,AUTOMATIC,Pune
HyundaiVENUESMT1.2,755931,1475,2020,First Owner,Petrol,AUTOMATIC,Chennai
MarutiSwiftVXI1.3,119599,74458,2007,First Owner,Petrol,AUTOMATIC,Mumbai
HyundaiVENUE1.0LTurboGDISX,1036742,913,2020,First Owner,Petrol,AUTOMATIC,Mumbai
SkodaLauraAMBIENTE2.0TDICR,564399,104331,2012,Second Owner,Diesel,AUTOMATIC,Kochi
Hyundaii20MAGNAO,218601,53140,2010,First Owner,Petrol + CNG,MANUAL,Hyderabad
MarutiWagonR1.0LXI,262499,134966,2013,First Owner,Petrol + CNG,MANUAL,Mumbai
HondaCityVMT,476099,104060,2014,First Owner,Diesel,MANUAL,Coimbatore
HyundaiVernaFLUIDIC1.6SX,428999,51148,2013,First Owner,Petrol,MANUAL,Chennai
Hyundaii10MAGNA1.2,180699,70891,2010,Second Owner,Petrol,MANUAL,Pune
HyundaiSantroXing,130999,49349,2009,First Owner,Petrol + CNG,MANUAL,Mumbai
TataZestXMAQUADRAJET,450699,55186,2015,First Owner,Diesel,AUTOMATIC,Kochi
VolkswagenPoloCOMFORTLINE1.2L,581899,15426,2017,First Owner,Petrol,MANUAL,Pune
FordEcosport1.5TITANIUMTIVCT,427399,114610,2014,First Owner,Petrol,AUTOMATIC,Delhi
MarutiVitaraBrezza,695799,67454,2016,First Owner,Diesel,MANUAL,Mumbai
MarutiSwiftDzireVDIBS,412499,118302,2012,First Owner,Diesel,MANUAL,Jaipur
MarutiWagonR1.0VXI,409299,6703,2016,First Owner,Petrol,AUTOMATIC,Jaipur
HondaAmaze1.2SMTI,445471,81538,2016,First Owner,Petrol,MANUAL,Delhi
MarutiSwift,368799,40183,2012,First Owner,Petrol,MANUAL,Hyderabad
HyundaiVernaFLUIDIC1.6SX,399299,96225,2012,First Owner,Diesel,MANUAL,Hyderabad
Hyundaii20MAGNAO,307999,54054,2012,Second Owner,Petrol,MANUAL,Jaipur
VolkswagenPoloGTTSI1.2PETROL,705999,69898,2016,First Owner,Petrol,AUTOMATIC,Chennai
MarutiCelerio,411999,33199,2018,First Owner,Petrol,MANUAL,Kolkata
MarutiSwiftLXI,433592,25976,2017,First Owner,Petrol,MANUAL,Jaipur
MarutiSwift,307299,89318,2012,First Owner,Diesel,MANUAL,Bangalore
HyundaiVernaFLUIDIC1.6SXCRDI,392899,45693,2012,First Owner,Diesel,MANUAL,Hyderabad
TataTiagoXZ1.2,512399,26793,2017,First Owner,Petrol,MANUAL,Mumbai
MarutiSwiftDzireVDIBS,446599,85672,2013,Second Owner,Diesel,MANUAL,Coimbatore
MarutiAltoK10VXI,307199,21501,2015,First Owner,Petrol,AUTOMATIC,Kolkata
MarutiAStarVXIABS,306190,22465,2011,Second Owner,Petrol,AUTOMATIC,Bangalore
MarutiRitzVXIBS,375955,86798,2014,First Owner,Petrol,MANUAL,Kolkata
MarutiAlto,231799,58963,2012,First Owner,Petrol,MANUAL,Kolkata
MarutiCelerioZXIOPT,472099,20010,2017,First Owner,Petrol,AUTOMATIC,Mumbai
ToyotaCorollaAltisD4D,306099,115196,2011,Second Owner,Diesel,MANUAL,Chennai
MarutiWagonR1.0LXI,308199,61646,2014,Second Owner,Petrol + CNG,MANUAL,Delhi
HondaBrio1.2SMTI,296399,16508,2013,Second Owner,Petrol,MANUAL,Kolkata
Hyundaii20Active1.2,569899,23390,2016,First Owner,Petrol,MANUAL,Pune
MarutiSwiftZXI,668099,23296,2018,First Owner,Petrol,AUTOMATIC,Chennai
HyundaiGrandi10SPORTZ(O)1.2AT,607099,17487,2017,First Owner,Petrol,AUTOMATIC,Jaipur
MarutiSwift,538299,43743,2015,Second Owner,Petrol,MANUAL,Kolkata
MarutiBalenoDELTA1.2,621199,5153,2019,First Owner,Petrol,MANUAL,Jaipur
MarutiVitaraBrezzaVDI,602799,58586,2016,First Owner,Diesel,MANUAL,Hyderabad
VolkswagenPoloCOMFORTLINE1.2L,193099,61082,2012,First Owner,Petrol,MANUAL,Pune
HyundaiSantroXing,158099,58531,2008,First Owner,Petrol,MANUAL,Pune
TataTiagoXZ1.2,505999,21446,2017,First Owner,Petrol,MANUAL,Jaipur
MarutiCelerioVXI,446399,16920,2016,First Owner,Petrol,AUTOMATIC,Pune
HyundaiVernaFLUIDIC1.6SX,439599,48288,2012,First Owner,Diesel,MANUAL,Jaipur
Hyundaii10SPORTZ1.2,216699,51056,2010,First Owner,Petrol,MANUAL,Kolkata
MarutiWagonR1.0,218999,52333,2010,First Owner,Petrol,MANUAL,Pune
MarutiSwiftDzireVXI1.2BS,425999,75485,2014,First Owner,Petrol,MANUAL,Coimbatore
MahindraMARAZZOM28,782799,79993,2019,Second Owner,Diesel,AUTOMATIC,Kolkata
MarutiWagonR,215499,110417,2010,First Owner,Petrol,MANUAL,Mumbai
HyundaiVernaFLUIDIC1.6SX,381199,68374,2013,Second Owner,Petrol,MANUAL,Kochi
HondaAmaze1.2SMTI,291499,72229,2013,Second Owner,Petrol,MANUAL,Delhi
MarutiAltoK10VXI,282099,49010,2015,First Owner,Petrol,AUTOMATIC,Kochi
HyundaiEon,187899,86673,2011,First Owner,Petrol + CNG,MANUAL,Jaipur
HondaCitySMT,316955,48181,2010,First Owner,Petrol,MANUAL,Hyderabad
MarutiErtiga,459199,88622,2013,First Owner,Diesel,MANUAL,Bangalore
Hyundaii10SPORTZ1.1,278599,72977,2014,First Owner,Petrol,MANUAL,Coimbatore
MarutiWagonR1.0,432099,19615,2018,First Owner,Petrol,MANUAL,Mumbai
HondaCitySMT,276399,100733,2011,First Owner,Petrol,MANUAL,Bangalore
MarutiSwift,678699,3587,2016,First Owner,Petrol,MANUAL,Coimbatore
RenaultDuster85PSRXL,397299,119275,2013,First Owner,Diesel,MANUAL,Hyderabad
MarutiAlto,160199,37485,2010,First Owner,Petrol,MANUAL,Coimbatore
HyundaiElitei20ERA,523499,16277,2018,First Owner,Petrol,MANUAL,Bangalore
MahindraBoleroPower+,744799,23085,2018,First Owner,Diesel,MANUAL,Coimbatore
RenaultKwidRXT1.0EASY-R,330999,8451,2016,First Owner,Petrol,AUTOMATIC,Coimbatore
MarutiWagonR1.0,327899,50060,2014,First Owner,Petrol + CNG,MANUAL,Bangalore
MahindraXUV500W8,761699,119932,2015,Second Owner,Diesel,MANUAL,Pune
HondaCitySMT,402199,99588,2011,First Owner,Petrol,MANUAL,Delhi
FordFigoAspire1.5TREND,560399,35737,2018,First Owner,Diesel,MANUAL,Coimbatore
MarutiRitzVXIBS,264899,61011,2013,First Owner,Petrol,MANUAL,Coimbatore
HyundaiAccentEXECUTIVE,198930,88506,2012,First Owner,Petrol,MANUAL,Bangalore
RenaultDuster85PS,481199,51822,2013,First Owner,Diesel,MANUAL,Hyderabad
ToyotaEtiosLivaD4D,312099,166250,2014,First Owner,Diesel,MANUAL,Pune
Hyundaii10MAGNA1.2,204999,44563,2010,First Owner,Petrol,MANUAL,Kolkata
RenaultKwidRXT1.0EASY-RAT,354599,38747,2018,First Owner,Petrol,AUTOMATIC,Pune
MarutiWagonR1.0,380599,48243,2015,First Owner,Petrol,MANUAL,Mumbai
MarutiBalenoALPHA1.2,519099,61456,2016,First Owner,Petrol,MANUAL,Mumbai
MarutiVitaraBrezzaVDI,777899,32529,2017,First Owner,Diesel,MANUAL,Kolkata
HyundaiGrandi101.2ASTA(O),560972,58141,2016,First Owner,Petrol + CNG,AUTOMATIC,Bangalore
MarutiSwiftDzireVXI1.2BS,567899,3813,2014,First Owner,Petrol,MANUAL,Kolkata
MarutiEeco5,248199,55911,2011,First Owner,Petrol,MANUAL,Hyderabad
Hyundaii10MAGNA1.2,185887,83431,2013,Third Owner,Petrol,MANUAL,Jaipur
MarutiAlto800,261199,21862,2014,First Owner,Petrol,MANUAL,Mumbai
HondaCitySVMT,489199,42466,2015,First Owner,Petrol,MANUAL,Hyderabad
HondaCitySMT,276399,95921,2011,First Owner,Petrol,MANUAL,Delhi
Hyundaii10SPORTZ1.2AT,291899,54471,2011,Second Owner,Petrol,AUTOMATIC,Kochi
HyundaiVernaFLUIDIC1.6SX,398299,68355,2012,First Owner,Diesel,MANUAL,Kochi
HondaCityZX1.5,115999,153241,2007,Second Owner,Petrol,AUTOMATIC,Bangalore
MarutiBalenoDELTA1.2,509199,63655,2017,First Owner,Petrol,MANUAL,Hyderabad
MarutiWagonR1.0,336899,65033,2017,Second Owner,Petrol,MANUAL,Kochi
MarutiCelerioZXI,442799,33556,2017,First Owner,Petrol,AUTOMATIC,Kolkata
HyundaiElitei20ASTA,578399,22061,2016,First Owner,Petrol,MANUAL,Delhi
HyundaiVENUE1.0TURBOGDISX+,1081500,10468,2019,First Owner,Petrol,AUTOMATIC,Jaipur
MahindraTUV300T8,685830,80820,2017,Second Owner,Diesel,AUTOMATIC,Mumbai
HondaBrio1.2VMTI,311099,31719,2012,First Owner,Petrol,MANUAL,Kolkata
HyundaiSantroXing,300099,17702,2010,First Owner,Petrol,MANUAL,Bangalore
MarutiZenEstilo,220199,40177,2010,Second Owner,Petrol,MANUAL,Mumbai
MarutiEeco5STRWITHAC,305899,23704,2014,First Owner,Petrol,MANUAL,Hyderabad
MarutiRitz,330399,41832,2010,First Owner,Petrol,MANUAL,Mumbai
ToyotaEtios,290199,54147,2011,First Owner,Petrol,MANUAL,Mumbai
ToyotaEtios,204799,72310,2012,First Owner,Petrol,MANUAL,Coimbatore
HondaAmaze1.2SMTI,589410,28944,2018,First Owner,Petrol,MANUAL,Chennai
HondaBrio1.2EXMTI,269668,67484,2013,Second Owner,Petrol + CNG,MANUAL,Kolkata
MarutiSwiftDzireLDIBS,303599,154599,2014,First Owner,Diesel,MANUAL,Hyderabad
MarutiSwiftLXI,134599,105021,2008,First Owner,Petrol + CNG,MANUAL,Ahmedabad
MarutiAltoK10VXI(O),441599,7057,2018,First Owner,Petrol,AUTOMATIC,Pune
MarutiSwiftDzireVXI1.2BS,366099,53422,2012,First Owner,Petrol,MANUAL,Mumbai
HyundaiVernaFLUIDIC1.6SX,359999,84640,2011,Third Owner,Petrol + CNG,MANUAL,Bangalore
MarutiWagonR1.0,276299,24956,2012,Second Owner,Petrol,MANUAL,Kochi
VolkswagenPoloHIGHLINE1.2L,502599,53868,2016,First Owner,Petrol,MANUAL,Pune
RenaultKwidRXT1.0EASY-R,383599,32578,2017,First Owner,Petrol,AUTOMATIC,Kochi
FordEcosport1.5TITANIUMPLUSTIVCT,913599,13287,2017,First Owner,Petrol,AUTOMATIC,Pune
HyundaiElitei20ASTA1.4,511699,87142,2015,First Owner,Diesel,MANUAL,Mumbai
HyundaiElitei201.2MAGNAPLUS,679015,11146,2020,First Owner,Petrol,AUTOMATIC,Hyderabad
MarutiErtiga,699599,23310,2017,First Owner,Petrol,MANUAL,Mumbai
HyundaiElitei20SPORTZ,586699,6210,2017,First Owner,Petrol,MANUAL,Delhi
TataTiagoXT1.05,350599,47422,2017,First Owner,Diesel,MANUAL,Bangalore
VolkswagenPoloHIGHLINE1.2L,520999,75024,2015,First Owner,Petrol,MANUAL,Kolkata
HondaCityZX,194499,89708,2008,First Owner,Petrol,MANUAL,Kolkata
RenaultKwid1.0,264499,34265,2017,Second Owner,Petrol,MANUAL,Ahmedabad
MahindraXUV500W6,562700,90510,2013,First Owner,Diesel,MANUAL,Hyderabad
MarutiZenEstilo,169999,75010,2011,First Owner,Petrol,MANUAL,Mumbai
MarutiBalenoALPHA1.2,772699,23424,2019,First Owner,Petrol,MANUAL,Coimbatore
MarutiSwift,667699,26591,2017,First Owner,Petrol,MANUAL,Delhi
MarutiSwiftDzire,331999,97757,2012,First Owner,Diesel,MANUAL,Chennai
HyundaiElitei20SPORTZ(O),586199,39327,2015,Second Owner,Petrol + CNG,MANUAL,Kolkata
MarutiAlto800,231699,57434,2014,First Owner,Petrol,MANUAL,Chennai
MarutiEeco5STRCNGWITHAC,349999,44146,2018,First Owner,Petrol + CNG,MANUAL,Pune
HyundaiGrandi10MAGNA1.2,450099,12453,2017,First Owner,Petrol,MANUAL,Hyderabad
HyundaiTucsonNew2WDATGLS,1378399,76578,2016,First Owner,Diesel,AUTOMATIC,Chennai
HondaCitySMT,340699,142543,2009,First Owner,Petrol,MANUAL,Pune
RenaultKwidCLIMBER1.0,392499,6471,2017,First Owner,Petrol,AUTOMATIC,Delhi
MarutiWagonR1.0,216441,99248,2012,Second Owner,Petrol,MANUAL,Coimbatore
MarutiAlto800,250799,55484,2016,Second Owner,Petrol,MANUAL,Delhi
MarutiAltoK10,237999,45111,2014,First Owner,Petrol,MANUAL,Bangalore
HyundaiGrandi10MAGNA1.2,447283,41357,2016,First Owner,Petrol,MANUAL,Hyderabad
MarutiSwift,495199,50674,2014,First Owner,Diesel,MANUAL,Bangalore
MahindraTUV300T8,552399,26053,2015,Second Owner,Diesel,AUTOMATIC,Coimbatore
HondaCity1.5EMT,186699,73112,2009,Third Owner,Petrol,AUTOMATIC,Jaipur
HondaJazz1.2BASEI,291268,117168,2010,First Owner,Petrol,MANUAL,Kolkata
MarutiZenEstilo,120399,21726,2009,Second Owner,Petrol,MANUAL,Kolkata
HondaBrio1.2SMTI,238499,133257,2013,First Owner,Petrol,MANUAL,Mumbai
MercedesBenzCClass220EDITION,1420537,25971,2014,Second Owner,Diesel,AUTOMATIC,Chennai
MahindraXUV500W8,443799,91966,2012,First Owner,Diesel,MANUAL,Chennai
MarutiAlto800,274099,34543,2016,First Owner,Petrol,MANUAL,Ahmedabad
Hyundaii10MAGNA1.2,314699,22998,2013,First Owner,Petrol,MANUAL,Delhi
Hyundaii10ERA1.1,168299,36107,2011,First Owner,Petrol,MANUAL,Delhi
HyundaiCreta1.6SXPLUS,860499,58585,2015,First Owner,Petrol,MANUAL,Kolkata
HyundaiEonERAPLUS,323399,19140,2017,First Owner,Petrol,MANUAL,Jaipur
ToyotaEtios,332899,13134,2013,First Owner,Petrol,MANUAL,Delhi
HyundaiElitei20ASTA1.2,615399,16509,2018,First Owner,Petrol,MANUAL,Pune
MarutiVitaraBrezzaZDIPLUSDUAL,931166,19465,2018,First Owner,Diesel,MANUAL,Jaipur
HondaCitySMT,312399,102393,2011,First Owner,Petrol,MANUAL,Bangalore
MarutiRitzVXIBS,292699,100986,2011,Second Owner,Petrol,MANUAL,Coimbatore
MarutiSwiftDzireVDIBS,453199,13830,2013,First Owner,Diesel,MANUAL,Pune
HondaCityZX,150099,123714,2008,Second Owner,Petrol,MANUAL,Mumbai
MarutiEeco5STRCNGWITHAC,322599,26407,2018,First Owner,Petrol + CNG,MANUAL,Mumbai
MahindraXUV500W8,552999,120123,2015,First Owner,Diesel,MANUAL,Bangalore
HyundaiElitei20SPORTZ(O),579299,33312,2015,First Owner,Petrol,MANUAL,Bangalore
MarutiAlto800,289599,24738,2018,First Owner,Petrol,MANUAL,Hyderabad
ToyotaCorollaAltis1.8,299999,52624,2010,Second Owner,Petrol,AUTOMATIC,Kolkata
HyundaiGrandi10ASTA1.2KAPPA,460199,50163,2016,First Owner,Petrol,MANUAL,Kochi
HondaBrio1.2SMTI,279299,65954,2012,First Owner,Petrol,MANUAL,Delhi
MarutiWagonR1.0,305198,60114,2010,Second Owner,Petrol,MANUAL,Delhi
HondaAccord2.4ATI,255099,65929,2008,First Owner,Petrol,AUTOMATIC,Coimbatore
MarutiVitaraBrezza,758699,23892,2018,First Owner,Diesel,MANUAL,Kolkata
MarutiAltoK10VXI,338799,60866,2016,First Owner,Petrol,AUTOMATIC,Hyderabad
MarutiRitzVXIBS,397033,54073,2014,Second Owner,Petrol,MANUAL,Hyderabad
HyundaiSantroXing,174899,58310,2011,First Owner,Petrol,MANUAL,Coimbatore
MarutiAlto800,268887,52018,2015,First Owner,Petrol,MANUAL,Ahmedabad
HondaCity1.5EMT,248699,60632,2009,First Owner,Petrol,AUTOMATIC,Mumbai
MarutiErtiga,565999,93867,2012,Second Owner,Diesel,MANUAL,Bangalore
MarutiAltoK10,338199,21618,2017,First Owner,Petrol,MANUAL,Kolkata
MarutiAltoK10,188899,73444,2012,First Owner,Petrol,MANUAL,Delhi
MarutiCelerioZXI,307830,33933,2014,Second Owner,Petrol,MANUAL,Bangalore
MarutiSwift,313799,142412,2013,First Owner,Petrol + CNG,MANUAL,Pune
HondaJazz1.2BASEI,301505,100385,2012,First Owner,Petrol,MANUAL,Hyderabad
TataIndicaVistaVX,335299,59345,2012,First Owner,Diesel,MANUAL,Ahmedabad
ToyotaInnovaCrysta2.4VX8,1485599,119373,2016,First Owner,Diesel,MANUAL,Bangalore
HondaCitySMT,249299,103378,2010,Second Owner,Petrol + CNG,MANUAL,Jaipur
DatsunGo,316399,42905,2015,First Owner,Petrol,MANUAL,Mumbai
HondaCitySMT,339899,73933,2011,Third Owner,Petrol + CNG,MANUAL,Coimbatore
ToyotaInnova2.5VX7STRBS,601799,134217,2012,First Owner,Diesel,MANUAL,Chennai
MarutiVitaraBrezzaZDI,839199,39663,2017,First Owner,Diesel,MANUAL,Pune
HyundaiSantroXing,178699,84985,2008,First Owner,Petrol + LPG,MANUAL,Coimbatore
HyundaiElitei20MAGNA1.4,625199,52659,2015,Second Owner,Diesel,MANUAL,Coimbatore
MarutiAlto800,258937,29390,2013,Second Owner,Petrol,MANUAL,Kolkata
RenaultDusterRXLDIESEL,348599,77490,2013,Second Owner,Diesel,MANUAL,Mumbai
